PROCESO;CÓDIGO;TITULO DOCUMENTO;TIPO;VERSIÓN;ESTADO;FECHA DE APROBACION;ÁREAS;MOTIVO DEL CAMBIO;TIEMPO DE RETENCIÓN;RESPONSABLE DE RETENCIÓN;LUGAR DE ALMACENAMIENTO FÍSICO;LUGAR DE ALMACENAMIENTO MAGNÉTICO;CONSERVACIÓN;DISPOSICIÓN FINAL;COPIAS CONTROLADAS; FECHA DE VIGENCIA;DIAS;SEÑAL ALERTA;OBSOLETO;ANULADO;EN ACTUALIZACIÓN
 SERVICIO AL CLIENTE;CLI-F122;SOLICITUD DE ENVIOS AL CATERER;F;1;DESACTUALIZADO;2019-11-26;KEY ACCOUNT;;;;;;;;;2024-08-12;1696;alerta;;;
 SERVICIO AL CLIENTE;CLI-F123;CHECK LIST PARA LIDERES DE OPERACIÓN SALAS VIP AVIANCA;F;1;DESACTUALIZADO;2019-11-27;SALAS VIP;;;;;;;;;2024-08-12;1695;alerta;;;
 SERVICIO AL CLIENTE;CLI-F124;RECETA ESTANDAR DE PRODUCCIÓN;F;1;DESACTUALIZADO;2019-11-28;SALAS VIP;;;;;;;;;2024-08-12;1694;alerta;;;
 SERVICIO AL CLIENTE;CLI-F125;TRÁFICO-CAMBIOS MAYORES Y MENORES CLIENTES GATEGOURMET BOG COL;F;1;DESACTUALIZADO;2019-11-29;KEY ACCOUNT;;;;;;;;;2024-08-12;1693;alerta;;;
 SERVICIO AL CLIENTE;CLI-F126;RECETA ESTANDAR DE ENSAMBLE;F;1;DESACTUALIZADO;2019-11-30;SALAS VIP;;;;;;;;;2024-08-12;1692;alerta;;;
 SERVICIO AL CLIENTE;CLI-I001;USO APLICACIÓN IOCC-CQOR POR PARTE DEL ADMINISTRADOR;I;2;OBSOLETO;2019-12-01;KEY ACCOUNT;;;;;;;;;2024-08-12;1691; ;x;;
 SERVICIO AL CLIENTE;CLI-I002;MONTAJE ALMUERZO SALA DIAMANTE CICLO II;I;1;OBSOLETO;2019-12-02;SALAS VIP;;;;;;;;;2024-08-12;1690; ;x;;
 SERVICIO AL CLIENTE;CLI-I003;MONTAJE ALMUERZO SALA GOLD CICLO II;I;1;OBSOLETO;2019-12-03;SALAS VIP;;;;;;;;;2024-08-12;1689; ;x;;
 SERVICIO AL CLIENTE;CLI-I004;MONTAJE DE CENA SALA DIAMANTE CICLO II;I;1;OBSOLETO;2019-12-04;SALAS VIP;;;;;;;;;2024-08-12;1688; ;x;;
 SERVICIO AL CLIENTE;CLI-I005;MONTAJE DE CENA SALA GOLD CICLO II;I;1;OBSOLETO;2019-12-05;SALAS VIP;;;;;;;;;2024-08-12;1687; ;x;;
 SERVICIO AL CLIENTE;CLI-I006;MONTAJE DE COFEE SALA DIAMANTE CICLO II;I;1;OBSOLETO;2019-12-06;SALAS VIP;;;;;;;;;2024-08-12;1686; ;x;;
 SERVICIO AL CLIENTE;CLI-I007;MONTAJE DE COFEE SALA GOLD CICLO II;I;1;OBSOLETO;2019-12-07;SALAS VIP;;;;;;;;;2024-08-12;1685; ;x;;
 SERVICIO AL CLIENTE;CLI-I008;MONTAJE DE DESAYUNO SALA DIAMANTE CICLO II;I;1;OBSOLETO;2019-12-08;SALAS VIP;;;;;;;;;2024-08-12;1684; ;x;;
 SERVICIO AL CLIENTE;CLI-I009;MONTAJE DE DESAYUNO SALA GOLD CICLO II;I;1;OBSOLETO;2019-12-09;SALAS VIP;;;;;;;;;2024-08-12;1683; ;x;;
 SERVICIO AL CLIENTE;CLI-I010;MONTAJE DE SNACKS SALA DIAMANTE CICLO II;I;1;OBSOLETO;2019-12-10;SALAS VIP;;;;;;;;;2024-08-12;1682; ;x;;
 SERVICIO AL CLIENTE;CLI-I011;MONTAJE DE SNACKS SALA GOLD CICLO II;I;1;OBSOLETO;2019-12-11;SALAS VIP;;;;;;;;;2024-08-12;1681; ;x;;
 SERVICIO AL CLIENTE;CLI-I012;MODIFICACIÓN  ELEMENTOS W&P EN EL SISTEMA SIDE;I;2;DESACTUALIZADO;2019-12-12;KEY ACCOUNT;;;;;;;;;2024-08-12;1680;alerta;;;
 SERVICIO AL CLIENTE;CLI-I013;USO APLICACIÓN IOCC - CQOR POR PARTE DEL OBSERVADOR;I;2;OBSOLETO;2019-12-13;KEY ACCOUNT;;;;;;;;;2024-08-12;1679; ;x;;
 SERVICIO AL CLIENTE;CLI-I014;MOVIMIENTO BODEGAS LATAM;I;4;DESACTUALIZADO;2019-12-14;KEY ACCOUNT;;;;;;;;;2024-08-12;1678;alerta;;;
 SERVICIO AL CLIENTE;CLI-I015;DESINFECCIÓN DE MESAS Y BARRAS EN SALAS VIP;I;1;ANULADO;2019-12-15;SALAS VIP;;;;;;;;;2024-08-12;1677;alerta;;x;
 SERVICIO AL CLIENTE;CLI-I016;STANDAR FORMAS MIGRATORIAS;I;1;OBSOLETO;2019-12-16;KEY ACCOUNT;;;;;;;;;2024-08-12;1676; ;X;;
 SERVICIO AL CLIENTE;CLI-I017;CONSULTA PEDIDO DE COMIDAS TURKISH CARGO;I;1;OBSOLETO;2019-12-17;KEY ACCOUNT;;;;;;;;;2024-08-12;1675; ;x;;
 SERVICIO AL CLIENTE;CLI-I018;INSTRUCTIVO PARA CONSULTA RÓTULOS LATAM;I;2;DESACTUALIZADO;2019-12-18;KEY ACCOUNT;;;;;;;;;2024-08-12;1674;alerta;;;
 SERVICIO AL CLIENTE;CLI-I019;CONSULTA PEDIDO DE COMIDAS AVIANCA CARGO;I;1;OBSOLETO;2019-12-19;KEY ACCOUNT;;;;;;;;;2024-08-12;1673; ;x;;
 SERVICIO AL CLIENTE;CLI-I020;MANEJO DE PLATAFORMA SIDE;I;4;DESACTUALIZADO;2019-12-20;KEY ACCOUNT;;;;;;;;;2024-08-12;1672;alerta;;;
 SERVICIO AL CLIENTE;CLI-I021;MANEJO OPERACIÓN TAMPA;I;5;DESACTUALIZADO;2019-12-21;KEY ACCOUNT;;;;;;;;;2024-08-12;1671;alerta;;;
 SERVICIO AL CLIENTE;CLI-I022;CONSULTA PEDIDO DE COMIDAS LATAM CARGO;I;3;DESACTUALIZADO;2019-12-22;KEY ACCOUNT;;;;;;;;;2024-08-12;1670;alerta;;;
 SERVICIO AL CLIENTE;CLI-I023;ASIGNAR HIELO SECO VUELO DE IBERIA ESTADO GALLEY;I;1;DESACTUALIZADO;2019-12-23;KEY ACCOUNT;;;;;;;;;2024-08-12;1669;alerta;;;
 SERVICIO AL CLIENTE;CLI-I024;CONSULTAR PEDIDOS DE COMIDAS FEDEX;I;2;DESACTUALIZADO;2019-12-24;KEY ACCOUNT;;;;;;;;;2024-08-12;1668;alerta;;;
 SERVICIO AL CLIENTE;CLI-I025;FUNCIONAMIENTO ROKU VIP LOUNGE BOGOTA AVIANCA;I;1;OBSOLETO;2019-12-25;SALAS VIP;;;;;;;;;2024-08-12;1667; ;X;;
 SERVICIO AL CLIENTE;CLI-I026;DILIGENCIAMIENTO DE ENCUESTAS DE NPS VIP LOUNGE AVIANCA BOGOTA;I;2;DESACTUALIZADO;2019-12-26;SALAS VIP;;;;;;;;;2024-08-12;1666;alerta;;;
 SERVICIO AL CLIENTE;CLI-I027;ABASTECIMIENTO DE LICOR AVIANCA;I;2;DESACTUALIZADO;2019-12-27;SALAS VIP;;;;;;;;;2024-08-12;1665;alerta;;;
 SERVICIO AL CLIENTE;CLI-I028;APERTURA DE LOCKERS EN SALAS AVIANCA;I;1;DESACTUALIZADO;2019-12-28;SALAS VIP;;;;;;;;;2024-08-12;1664;alerta;;;
 SERVICIO AL CLIENTE;CLI-I029;DILIGENCIAMIENTO DE ENCUESTAS NPS SALAS AVIANCA;I;1;OBSOLETO;2019-12-29;SALAS VIP;;;;;;;;;2024-08-12;1663; ;x;;
 SERVICIO AL CLIENTE;CLI-I030;FUNCIONAMIENTO DE ROKU SALAS AVIANCA;I;1;OBSOLETO;2019-12-30;SALAS VIP;;;;;;;;;2024-08-12;1662; ;x;;
 SERVICIO AL CLIENTE;CLI-I031;PREPARACION Y MONTAJE DE GALLETERIA SALAS AVIANCA;I;2;DESACTUALIZADO;2019-12-31;SALAS VIP;;;;;;;;;2024-08-12;1662;alerta;;;
 SERVICIO AL CLIENTE;CLI-I032;PROTOCOLO DE INGRESO SALAS VIP AVIANCA;I;1;OBSOLETO;2020-01-01;SALAS VIP;;;;;;;;;2024-08-12;1661; ;X;;
 SERVICIO AL CLIENTE;CLI-I033;PROTOCOLO DE MONTAJE CUBIERTOS SALAS AVIANCA;I;2;DESACTUALIZADO;2020-01-02;SALAS VIP;;;;;;;;;2024-08-12;1660;alerta;;;
 SERVICIO AL CLIENTE;CLI-I034;DESAGÜE DE PLACA FRIA SALA INTERNACIONAL AVIANCA;I;1;OBSOLETO;2020-01-03;SALAS VIP;;;;;;;;;2024-08-12;1659; ;X;;
 SERVICIO AL CLIENTE;CLI-I035;DESINFECCIÓN DE MESAS EN SALAS AVIANCA;I;2;DESACTUALIZADO;2020-01-04;SALAS VIP;;;;;;;;;2024-08-12;1658;alerta;;;
 SERVICIO AL CLIENTE;CLI-I036;DOCUMENTACION AL DÍA SALAS AVIANCA;I;2;DESACTUALIZADO;2020-01-05;SALAS VIP;;;;;;;;;2024-08-12;1657;alerta;;;
 SERVICIO AL CLIENTE;CLI-I037;ENFRIAMIENTO RAPIDO DE LICORES SALAS AVIANCA;I;2;DESACTUALIZADO;2020-01-06;SALAS VIP;;;;;;;;;2024-08-12;1656;alerta;;;
 SERVICIO AL CLIENTE;CLI-I038;FUNCIONAMIENTO DE MAQUINA DE CAFÉ XUE SALAS AVIANCA;I;1;OBSOLETO;2020-01-07;SALAS VIP;;;;;;;;;2024-08-12;1655; ;X;;
 SERVICIO AL CLIENTE;CLI-I039;INVENTARIO DE LICORES SALAS AVIANCA;I;2;DESACTUALIZADO;2020-01-08;SALAS VIP;;;;;;;;;2024-08-12;1654;alerta;;;
 SERVICIO AL CLIENTE;CLI-I040;LAVADO DE WYPALL SALAS AVIANCA;I;2;DESACTUALIZADO;2020-01-09;SALAS VIP;;;;;;;;;2024-08-12;1653;alerta;;;
 SERVICIO AL CLIENTE;CLI-I041;LECTURA DE PANTALLA DE VUELOS AEROPUERTO EL DORADO;I;1;DESACTUALIZADO;2020-01-10;SALAS VIP;;;;;;;;;2024-08-12;1652;alerta;;;
 SERVICIO AL CLIENTE;CLI-I042;LIMPIEZA Y DESINFECCIÓN DE BARRA EXTERIOR SALA AVIANCA;I;2;DESACTUALIZADO;2020-01-11;SALAS VIP;;;;;;;;;2024-08-12;1651;alerta;;;
 SERVICIO AL CLIENTE;CLI-I043;LIMPIEZA DE ACRILICOS SALAS AVIANCA;I;1;DESACTUALIZADO;2020-01-12;SALAS VIP;;;;;;;;;2024-08-12;1650;alerta;;;
 SERVICIO AL CLIENTE;CLI-I044;LIMPIEZA DE CAJONES DE ALMACENAMIENTO SALAS AVIANCA;I;2;DESACTUALIZADO;2020-01-13;SALAS VIP;;;;;;;;;2024-08-12;1649;alerta;;;
 SERVICIO AL CLIENTE;CLI-I045;LIMPIEZA DE PANINI EN SALAS AVIANCA;I;1;OBSOLETO;2020-01-14;SALAS VIP;;;;;;;;;2024-08-12;1648; ;x;;
 SERVICIO AL CLIENTE;CLI-I046;ENVIO DE MATERIAL DE ASEO TERCEROS;I;2;DESACTUALIZADO;2020-01-15;KEY ACCOUNT;;;;;;;;;2024-08-12;1647;alerta;;;
 SERVICIO AL CLIENTE;CLI-I047;MONTAJE DE BEBIDAS EN CAJA SALAS AVIANCA;I;1;OBSOLETO;2020-01-16;SALAS VIP;;;;;;;;;2024-08-12;1646; ;x;;
 SERVICIO AL CLIENTE;CLI-I048;LIMPIEZA Y DESINFECCIÓN DE TROLLEYS;I;1;DESACTUALIZADO;2020-01-17;SALAS VIP;;;;;;;;;2024-08-12;1645;alerta;;;
 SERVICIO AL CLIENTE;CLI-I049;MANEJO DE GUIAS CARGAS CLIENTES;I;2;DESACTUALIZADO;2020-01-18;KEY ACCOUNT;;;;;;;;;2024-08-12;1644;alerta;;;
 SERVICIO AL CLIENTE;CLI-I050;TABLA DE FACTURACIÓN LATAM INTER;I;1;DESACTUALIZADO;2020-01-19;KEY ACCOUNT;;;;;;;;;2024-08-12;1643;alerta;;;
 SERVICIO AL CLIENTE;CLI-I051;MONTAJE PAN SALAS AVIANCA;I;1;OBSOLETO;2020-01-20;SALAS VIP;;;;;;;;;2024-08-12;1642; ;x;;
 SERVICIO AL CLIENTE;CLI-I052;REVISION FORMATOS CAPACITACIÓN PROCAB-10 LATAM;I;1;DESACTUALIZADO;2020-01-21;KEY ACCOUNT;;;;;;;;;2024-08-12;1641;alerta;;;
 SERVICIO AL CLIENTE;CLI-I053;ELABORACIÓN DE BID FORM GG BOG;I;1;DESACTUALIZADO;2020-01-22;KEY ACCOUNT;;;;;;;;;2024-08-12;1640;alerta;;;
 SERVICIO AL CLIENTE;CLI-I054;MANEJO DE LA HERRAMIENTA “PLANILLA CONTROL EQUIPO CLIENTES”;I;1;DESACTUALIZADO;2020-01-23;KEY ACCOUNT;;;;;;;;;2024-08-12;1639;alerta;;;
 SERVICIO AL CLIENTE;CLI-I055;ROTULACIÓN DE PRODUCTOS POR FECHA DE VENCIMIENTO SALA AMEX ;I;1;DESACTUALIZADO;2020-01-24;SALAS VIP;;;;;;;;;2024-08-12;1638;alerta;;;
 SERVICIO AL CLIENTE;CLI-I056;MONTAJE EN BARRA DE BEBIDAS SALAS AVIANCA;I;2;DESACTUALIZADO;2020-01-25;SALAS VIP;;;;;;;;;2024-08-12;1637;alerta;;;
 SERVICIO AL CLIENTE;CLI-I057;MONTAJE EN BARRA HUEVOS SALAS AVIANCA;I;1;DESACTUALIZADO;2020-01-26;SALAS VIP;;;;;;;;;2024-08-12;1636;alerta;;;
 SERVICIO AL CLIENTE;CLI-I058;MONTAJE EN BARRA DE PAN SALAS VIP AVIANCA;I;1;DESACTUALIZADO;2020-01-27;SALAS VIP;;;;;;;;;2024-08-12;1635;alerta;;;
 SERVICIO AL CLIENTE;CLI-I059;PROTOCOLO DE CUSTODIA DE LLAVES CAMION SALAS AVIANCA;I;1;DESACTUALIZADO;2020-01-28;SALAS VIP;;;;;;;;;2024-08-12;1634;alerta;;;
 SERVICIO AL CLIENTE;CLI-I060;PROTOCOLO DE ATENCION EN BARRA A PASAJEROS;I;1;DESACTUALIZADO;2020-01-29;SALAS VIP;;;;;;;;;2024-08-12;1633;alerta;;;
 SERVICIO AL CLIENTE;CLI-I061;PROTOCOLO DE LIMPIEZA MATERIAL DECORATIVO;I;1;DESACTUALIZADO;2020-01-30;SALAS VIP;;;;;;;;;2024-08-12;1632;alerta;;;
 SERVICIO AL CLIENTE;CLI-I062;PROTOCOLO DE MONTAJE NEVERAS SALAS VIP AVIANCA;I;2;DESACTUALIZADO;2020-01-31;SALAS VIP;;;;;;;;;2024-08-12;1632;alerta;;;
 SERVICIO AL CLIENTE;CLI-I063;PROTOCOLO DE RECOGIDA DE MENAJE SALAS AVIANCA;I;2;DESACTUALIZADO;2020-02-01;SALAS VIP;;;;;;;;;2024-08-12;1631;alerta;;;
 SERVICIO AL CLIENTE;CLI-I064;PROTOCOLO DE RETIRO Y CUSTODIA DE CELULARES SALAS AVIANCA;I;1;DESACTUALIZADO;2020-02-02;SALAS VIP;;;;;;;;;2024-08-12;1630;alerta;;;
 SERVICIO AL CLIENTE;CLI-I065;REVISION PRESENTACION PERSONAL SALAS AVIANCA;I;2;DESACTUALIZADO;2020-02-03;SALAS VIP;;;;;;;;;2024-08-12;1629;alerta;;;
 SERVICIO AL CLIENTE;CLI-I066;ROTULACION DE MATERIA PRIMA, BEBIDAS E INSUMOS EN CUARTO DE VIVERES;I;2;DESACTUALIZADO;2020-02-04;SALAS VIP;;;;;;;;;2024-08-12;1628;alerta;;;
 SERVICIO AL CLIENTE;CLI-I067;MONTAJE BARRAS SALA AMEX;I;2;DESACTUALIZADO;2020-02-05;SALAS VIP;;;;;;;;;2024-08-12;1627;alerta;;;
 SERVICIO AL CLIENTE;CLI-I068;VERIFICACIÓN DE INVENTARIOS SALA AMEX;I;1;DESACTUALIZADO;2020-02-06;SALAS VIP;;;;;;;;;2024-08-12;1626;alerta;;;
 SERVICIO AL CLIENTE;CLI-I069;PROTOCOLO DESCORCHE Y SERVIDO DE LICOR;I;1;DESACTUALIZADO;2020-02-07;SALAS VIP;;;;;;;;;2024-08-12;1625;alerta;;;
 SERVICIO AL CLIENTE;CLI-I070;LIMPIEZA DE CAJONES SALA AMEX;I;1;DESACTUALIZADO;2020-02-08;SALAS VIP;;;;;;;;;2024-08-12;1624;alerta;;;
 SERVICIO AL CLIENTE;CLI-I071;PRESENTACIÓN PERSONAL MUJERES;I;2;DESACTUALIZADO;2020-02-09;SALAS VIP;;;;;;;;;2024-08-12;1623;alerta;;;
 SERVICIO AL CLIENTE;CLI-I072;PRESENTACIÓN PERSONAL HOMBRES;I;2;DESACTUALIZADO;2020-02-10;SALAS VIP;;;;;;;;;2024-08-12;1622;alerta;;;
 SERVICIO AL CLIENTE;CLI-I073;LAVADO DE MENAJE;I;1;DESACTUALIZADO;2020-02-11;SALAS VIP;;;;;;;;;2024-08-12;1621;alerta;;;
 SERVICIO AL CLIENTE;CLI-I074;RECIBO DE MATERIA PRIMA;I;1;DESACTUALIZADO;2020-02-12;SALAS VIP;;;;;;;;;2024-08-12;1620;alerta;;;
 SERVICIO AL CLIENTE;CLI-I075;PROCESO PARA OBJETOS PERDIDOS;I;1;DESACTUALIZADO;2020-02-13;SALAS VIP;;;;;;;;;2024-08-12;1619;alerta;;;
 SERVICIO AL CLIENTE;CLI-I076;LIMPIEZA DE SILLAS;I;1;DESACTUALIZADO;2020-02-14;SALAS VIP;;;;;;;;;2024-08-12;1618;alerta;;;
 SERVICIO AL CLIENTE;CLI-I077;LIMPIEZA DE TAPETE;I;1;DESACTUALIZADO;2020-02-15;SALAS VIP;;;;;;;;;2024-08-12;1617;alerta;;;
 SERVICIO AL CLIENTE;CLI-I078;LIMPIEZA DE PORTAVASOS AMEX;I;1;DESACTUALIZADO;2020-02-16;SALAS VIP;;;;;;;;;2024-08-12;1616;alerta;;;
 SERVICIO AL CLIENTE;CLI-I079;LIMPIEZA DE MADERA;I;1;DESACTUALIZADO;2020-02-17;SALAS VIP;;;;;;;;;2024-08-12;1615;alerta;;;
 SERVICIO AL CLIENTE;CLI-I080;PROTOCOLO DE BIOSEGURIDAD;I;1;DESACTUALIZADO;2020-02-18;SALAS VIP;;;;;;;;;2024-08-12;1614;alerta;;;
 SERVICIO AL CLIENTE;CLI-I081;LIMPIEZA DE ACRILICOS;I;1;DESACTUALIZADO;2020-02-19;SALAS VIP;;;;;;;;;2024-08-12;1613;alerta;;;
 SERVICIO AL CLIENTE;CLI-I082;LIMPIEZA DE MESAS;I;1;DESACTUALIZADO;2020-02-20;SALAS VIP;;;;;;;;;2024-08-12;1612;alerta;;;
 SERVICIO AL CLIENTE;CLI-I083;MONTAJE DE MINIBAR;I;2;DESACTUALIZADO;2020-02-21;SALAS VIP;;;;;;;;;2024-08-12;1611;alerta;;;
 SERVICIO AL CLIENTE;CLI-I084;ENCUESTA SATISFACCIÓN CODIGO QR;I;1;DESACTUALIZADO;2020-02-22;SALAS VIP;;;;;;;;;2024-08-12;1610;alerta;;;
 SERVICIO AL CLIENTE;CLI-I085;LIMPIEZA DE SUPERFICIES;I;1;DESACTUALIZADO;2020-02-23;SALAS VIP;;;;;;;;;2024-08-12;1609;alerta;;;
 SERVICIO AL CLIENTE;CLI-I086;MONTAJE DE PORTAVASOS;I;1;DESACTUALIZADO;2020-02-24;SALAS VIP;;;;;;;;;2024-08-12;1608;alerta;;;
 SERVICIO AL CLIENTE;CLI-I087;RECUBRIMIENTO BANDEJA DE HORNO AMEX;I;1;DESACTUALIZADO;2020-02-25;SALAS VIP;;;;;;;;;2024-08-12;1607;alerta;;;
 SERVICIO AL CLIENTE;CLI-I088;MONTAJE DE NEVERAS;I;2;DESACTUALIZADO;2020-02-26;SALAS VIP;;;;;;;;;2024-08-12;1606;alerta;;;
 SERVICIO AL CLIENTE;CLI-I089;PREPARACIÓN FLOOR CARE;I;1;DESACTUALIZADO;2020-02-27;SALAS VIP;;;;;;;;;2024-08-12;1605;alerta;;;
 SERVICIO AL CLIENTE;CLI-I090;MONTAJE DE ACOMPAÑAMIENTOS DE PRODUCTO;I;2;DESACTUALIZADO;2020-02-28;SALAS VIP;;;;;;;;;2024-08-12;1604;alerta;;;
 SERVICIO AL CLIENTE;CLI-I091;CERTIFICADO DIGITAL VACUNAS COVID;I;1;OBSOLETO;2020-02-29;SALAS VIP;;;;;;;;;2024-08-12;1603; ;x;;
 SERVICIO AL CLIENTE;CLI-I092;COLOR DE WYPALL PARA LIMPIEZA DE CADA SUPERFICIE;I;2;DESACTUALIZADO;2020-03-01;SALAS VIP;;;;;;;;;2024-08-12;1601;alerta;;;
 SERVICIO AL CLIENTE;CLI-I093;ELABORACIÓN ARCHIVO ITINERARIO TODOS LOS CLIENTES;I;1;DESACTUALIZADO;2020-03-02;KEY ACCOUNT;;;;;;;;;2024-08-12;1600;alerta;;;
 SERVICIO AL CLIENTE;CLI-I094;ELABORACIÓN PROYECCIÓN MENSUAL DE ITINERARIO AEROLÍNEAS;I;2;DESACTUALIZADO;2020-03-03;KEY ACCOUNT;;;;;;;;;2024-08-12;1599;alerta;;;
 SERVICIO AL CLIENTE;CLI-I095;LIMPIEZA Y DESINFECCIÓN PUNTOS DE CARGA;I;1;DESACTUALIZADO;2020-03-04;SALAS VIP;;;;;;;;;2024-08-12;1598;alerta;;;
 SERVICIO AL CLIENTE;CLI-I096;MANEJO DE CAFETERA NEPRESSO MOMENTO;I;1;DESACTUALIZADO;2020-03-05;SALAS VIP;;;;;;;;;2024-08-12;1597;alerta;;;
 SERVICIO AL CLIENTE;CLI-I097;LIMPIEZA DIARIA DE CAFERA NESPRESO;I;2;DESACTUALIZADO;2020-03-06;SALAS VIP;;;;;;;;;2024-08-12;1596;alerta;;;
 SERVICIO AL CLIENTE;CLI-I098;VERIFICACIÓN PUBLICIDAD TV MUELLE INTERNACIONAL;I;1;OBSOLETO;2020-03-07;SALAS VIP;;;;;;;;;2024-08-12;1595; ;x;;
 SERVICIO AL CLIENTE;CLI-I099;ESTÁNDAR MENAJE EN CARRO DE SERVICIO;I;1;DESACTUALIZADO;2020-03-08;SALAS VIP;;;;;;;;;2024-08-12;1594;alerta;;;
 SERVICIO AL CLIENTE;CLI-I100;ENTREGA Y RECIBO DE TURNO ASISTENTES DE SERVICIO SALAS AVIANCA;I;1;DESACTUALIZADO;2020-03-09;SALAS VIP;;;;;;;;;2024-08-12;1593;alerta;;;
 SERVICIO AL CLIENTE;CLI-I101;FUNCIONAMIENTO DE MAQUINA DE CAFÉ TOSTAO SALAS AVIANCA;I;1;DESACTUALIZADO;2020-03-10;SALAS VIP;;;;;;;;;2024-08-12;1592;alerta;;;
 SERVICIO AL CLIENTE;CLI-I102;BAJAS DE ALIMENTOS EN SALAS VIP DE AVIANCA;I;2;DESACTUALIZADO;2020-03-11;SALAS VIP;;;;;;;;;2024-08-12;1591;alerta;;;
 SERVICIO AL CLIENTE;CLI-I103;PROTOCOLO APERTURA DE BOTELLA DE VINO Y SERVICIO DE LICOR EN SALAS VIP AVIANCA;I;1;DESACTUALIZADO;2020-03-12;SALAS VIP;;;;;;;;;2024-08-12;1590;alerta;;;
 SERVICIO AL CLIENTE;CLI-I104;EXHIBICION DE INSUMOS PARA BEBIDAS CALIENTES;I;2;DESACTUALIZADO;2020-03-13;SALAS VIP;;;;;;;;;2024-08-12;1589;alerta;;;
 SERVICIO AL CLIENTE;CLI-I105;LAVADO PRENDAS BLANCAS DOTACIÓN;I;1;DESACTUALIZADO;2020-03-14;SALAS VIP;;;;;;;;;2024-08-12;1588;alerta;;;
 SERVICIO AL CLIENTE;CLI-I106;MANEJO DEL INSUMO AZUCAR INCAUCA ZERO;I;1;DESACTUALIZADO;2020-03-15;SALAS VIP;;;;;;;;;2024-08-12;1587;alerta;;;
 SERVICIO AL CLIENTE;CLI-I107;MONTAJE DE NEVERAS SALAS VIP;I;1;DESACTUALIZADO;2020-03-16;SALAS VIP;;;;;;;;;2024-08-12;1586;alerta;;;
 SERVICIO AL CLIENTE;CLI-I108;MONTAJE BARRAS DE SERVICIO;I;2;DESACTUALIZADO;2020-03-17;SALAS VIP;;;;;;;;;2024-08-12;1585;alerta;;;
 SERVICIO AL CLIENTE;CLI-I109;ESTÁNDAR PRESENTACIÓN PERSONAL SALAS VIP AVIANCA;I;2;DESACTUALIZADO;2020-03-18;SALAS VIP;;;;;;;;;2024-08-12;1584;alerta;;;
 SERVICIO AL CLIENTE;CLI-I110;EMPALME DE TURNO AUXILIARES DE PRODUCCION SALAS;I;1;DESACTUALIZADO;2020-03-19;SALAS VIP;;;;;;;;;2024-08-12;1583;alerta;;;
 SERVICIO AL CLIENTE;CLI-I111;PROTOCOLO CUCHILLOS DE SERVICIO;I;1;DESACTUALIZADO;2020-03-20;SALAS VIP;;;;;;;;;2024-08-12;1582;alerta;;;
 SERVICIO AL CLIENTE;CLI-I112;PROTOCOLO REQUISA A COLABORADORES SALAS VIP ;I;2;DESACTUALIZADO;2020-03-21;SALAS VIP;;;;;;;;;2024-08-12;1581;alerta;;;
 SERVICIO AL CLIENTE;CLI-I113;PROYECCIÓN PANTALLAS TELEVISORES SALAS AVIANCA;I;1;DESACTUALIZADO;2020-03-22;SALAS VIP;;;;;;;;;2024-08-12;1580;alerta;;;
 SERVICIO AL CLIENTE;CLI-I114;SERVICIO BAR SALAS VIP;I;2;DESACTUALIZADO;2020-03-23;SALAS VIP;;;;;;;;;2024-08-12;1579;alerta;;;
 SERVICIO AL CLIENTE;CLI-I115;USO DE CANASTILLAS EN CAJONES BARRAS DE SERVICIO ;I;2;DESACTUALIZADO;2020-03-24;SALAS VIP;;;;;;;;;2024-08-12;1578;alerta;;;
 SERVICIO AL CLIENTE;CLI-I116;SERVICIO TOALLAS SALAS VIP AVIANCA;I;3;DESACTUALIZADO;2020-03-25;SALAS VIP;;;;;;;;;2024-08-12;1577;alerta;;;
 SERVICIO AL CLIENTE;CLI-I117;MANEJO ENVIOS EN VUELO AEROLINEAS;I;1;OBSOLETO;2020-03-26;KEY ACCOUNT;;;;;;;;;2024-08-12;1576; ;x;;
 SERVICIO AL CLIENTE;CLI-I118;REQUISA DE COLABORADORES SALA AMEX;I;1;DESACTUALIZADO;2020-03-27;SALAS VIP;;;;;;;;;2024-08-12;1575;alerta;;;
 SERVICIO AL CLIENTE;CLI-I119;CARGAR INCONFORMIDADES EN SISTEMA SIRES GGBOG;I;1;DESACTUALIZADO;2020-03-28;KEY ACCOUNT;;;;;;;;;2024-08-12;1574;alerta;;;
 SERVICIO AL CLIENTE;CLI-I120;ESTANDAR MAQUILLAJE PARA MUJERES DE SERVICIO E HIGIENE;I;1;DESACTUALIZADO;2020-03-29;SALAS VIP;;;;;;;;;2024-08-12;1573;alerta;;;
 SERVICIO AL CLIENTE;CLI-I121;RECEPCIÓN MATERIA PRIMA SALAS VIP;I;1;DESACTUALIZADO;2020-03-30;SALAS VIP;;;;;;;;;2024-08-12;1572;alerta;;;
 SERVICIO AL CLIENTE;CLI-I122;ENTREGA Y RECIBO DE TURNO ASISTENTES DE SERVICIO SALAS AVIANCA;I;1;DESACTUALIZADO;2020-03-31;SALAS VIP;;;;;;;;;2024-08-12;1572;alerta;;;
 SERVICIO AL CLIENTE;CLI-I123;DESCONGELACIÓN PRODUCTOS CARNICOS SALAS VIP;I;1;DESACTUALIZADO;2020-04-01;SALAS VIP;;;;;;;;;2024-08-12;1571;alerta;;;
